2015|MT102S|3|3|433|15|O||||||||block3_f433_codeword|||1|1|1|1|2|4
2015|MT102S|3|3|433|16|O||||||||block3_f433_additionalinformation|||1|1|1|1|5|24
2015|MT102S|5|4|PAC|1|O||||||||block5_pac|||1|1|1|1||
2015|MT102S|5|4|CHK|2|O||||||||block5_chk|||1|1|1|1|1|12
2015|MT102S|5|4|TNG|3|O||||||||block5_tng|||1|1|1|1||
2015|MT102S|5|4|DLM|4|O||||||||block5_dlm|||1|1|1|1||
2015|MT102S|5|4|SYS_TIME|5|O||||||||block5_sys_time|||1|1|1|1|1|6
2015|MT102S|5|4|PDM_TIME|6|O||||||||block5_pdm_time|||1|1|1|1|1|6
2015|MT102S|5|4|MRF_DATE|7|O||||||||block5_mrf_date|||1|1|1|1|1|6
2015|MT102S|5|4|MRF_DATE|8|O||||||||block5_mrf_fulltime|||2|1|1|1|7|12
2015|MT102S|5|4|MRF_MIR_date|9|O||||||||block5_mrf_mir_date|||1|1|1|1|1|6
2015|MT102S|5|4|MRF_MIR_date|10|O||||||||block5_mrf_mir_ltidentifier|||2|1|1|1|7|18
2015|MT102S|5|4|MRF_MIR_date|11|O||||||||block5_mrf_mir_branchcode|||3|1|1|1|19|21
2015|MT102S|5|4|MRF_MIR_date|12|O||||||||block5_mrf_mir_sessionnumber|||4|1|1|1|22|25
2015|MT102S|5|4|MRF_MIR_date|13|O||||||||block5_mrf_mir_isn|||5|1|1|1|26|31
2015|MT102S|5|4|SYS_MIR_date|14|O||||||||block5_sys_mir_date|||1|1|1|1|1|6
2015|MT102S|5|4|SYS_MIR_date|15|O||||||||block5_sys_mir_ltidentifier|||2|1|1|1|7|18
2015|MT102S|5|4|SYS_MIR_date|16|O||||||||block5_sys_mir_branchcode|||3|1|1|1|19|21
2015|MT102S|5|4|SYS_MIR_date|17|O||||||||block5_sys_mir_sessionnumber|||4|1|1|1|22|25
2015|MT102S|5|4|SYS_MIR_date|18|O||||||||block5_sys_mir_isn|||5|1|1|1|26|31
2015|MT102S|5|4|PDM_mor_date|19|O||||||||block5_pdm_mor_date|||1|1|1|1|1|6
2015|MT102S|5|4|PDM_mor_date|20|O||||||||block5_pdm_mor_ltidentifier|||2|1|1|1|7|18
2015|MT102S|5|4|PDM_mor_date|21|O||||||||block5_pdm_mor_branchcode|||3|1|1|1|19|21
2015|MT102S|5|4|PDM_mor_date|22|O||||||||block5_pdm_mor_sessionnumber|||4|1|1|1|22|25
2015|MT102S|5|4|PDM_mor_date|23|O||||||||block5_pdm_mor_osn|||5|1|1|1|26|31
2015|MT102S|4|5|20|1|M|N|N||A|1|20|21|seqa_f20a_f20|||1|1|1|1|1|16
2015|MT102S|4|5|23|2|M|N|N||A|1|20|21|seqa_f23a_f23|||1|1|1|1|1|16
2015|MT102S|4|5|50A|4|O|N|Y||A|1|20|21|seqa_f50a_f50a_account|A||1|1|1|1|2|35
2015|MT102S|4|5||4|O|Y|Y||A|1|20|21|seqa_f50a_2_f50f_partyidentifier_account|A||1|1|1|1|2|35
2015|MT102S|4|5|50K|4|O|Y|Y||A|1|20|21|seqa_f50a_f50k_account|A||1|1|1|1|2|35
2015|MT102S|4|5|50A|4|O|N|Y||A|1|20|21|seqa_f50a_f50a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|50K|4|O|Y|Y||A|1|20|21|seqa_f50a_f50k_nameandaddress_line|||2|2|5|1|1|35
2015|MT102S|4|5|50F|4|O|Y|Y||A|1|20|21|seqa_f50a_2_f50f_partyidentifier_code|||2|1|1|2|1|4
2015|MT102S|4|5|50F|4|O|Y|Y||A|1|20|21|seqa_f50a_2_f50f_partyidentifier_countrycode|||3|1|1|3|5|7
2015|MT102S|4|5|50F|4|O|Y|Y||A|1|20|21|seqa_f50a_2_f50f_partyidentifier_identifier|||4|1|1|4|9|28
2015|MT102S|4|5|50F|4|O|Y|Y||A|1|20|21|seqa_f50a_2_f50f_nameandaddress_line2to5_number|||5|2|5|1|1|1
2015|MT102S|4|5|50F|4|O|Y|Y||A|1|20|21|seqa_f50a_2_f50f_nameandaddress_line2to5_details|||6|2|5|1|3|33
2015|MT102S|4|5|52A|5|O|N|Y||A|1|20|21|seqa_f52a_f52a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT102S|4|5|52A|5|O|N|Y||A|1|20|21|seqa_f52a_f52a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|26T|6|O|N|Y||A|1|20|21|seqa_f26a_f26t|||1|1|1|1|1|3
2015|MT102S|4|5|77B|7|O|Y|N||A|1|20|21|seqa_f77a_f77b_narrative_line|||1|1|3|1|1|35
2015|MT102S|4|5|71A|8|O|N|Y||A|1|20|21|seqa_f71a_f71a|||1|1|1|1|1|3
2015|MT102S|4|5|36|9|M|N|Y||A|1|20|21|seqa_f36a_f36|||1|1|1|1|1|12
2015|MT102S|4|5|21|10|M|N|N||B|1|21|32A|seqb_f21a_f21|||1|1|1|1|1|16
2015|MT102S|4|5|32B|11|M|N|N||B|1|21|32A|seqb_f32a_f32b_currency|||1|1|1|1|1|3
2015|MT102S|4|5|32B|11|M|N|N||B|1|21|32A|seqb_f32a_f32b_amount|||2|1|1|1|4|15
2015|MT102S|4|5|50A|12|O|N|Y||B|2|21|32A|seqb_f50a_f50a_account|A||1|1|1|1|2|37
2015|MT102S|4|5|50F|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50f_partyidentifier_account|A||1|1|1|1|2|35
2015|MT102S|4|5|50K|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50k_account|A||1|1|1|1|2|35
2015|MT102S|4|5|50A|12|O|N|Y||B|2|21|32A|seqb_f50a_f50a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|50K|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50k_nameandaddress_line|||2|2|5|1|1|35
2015|MT102S|4|5|50F|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50f_partyidentifier_code|||2|1|1|2|1|4
2015|MT102S|4|5|50F|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50f_partyidentifier_countrycode|||3|1|1|3|6|2
2015|MT102S|4|5|50F|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50f_partyidentifier_identifier|||4|1|1|4|9|28
2015|MT102S|4|5|50F|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50f_nameandaddress_line2to5_number|||5|2|5|1|1|1
2015|MT102S|4|5|50F|12|O|Y|Y||B|2|21|32A|seqb_f50a_f50f_nameandaddress_line2to5_details|||6|2|5|1|3|33
2015|MT102S|4|5|52A|13|O|N|Y||B|2|21|32A|seqb_f52a_f52a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT102S|4|5|52A|13|O|N|Y||B|2|21|32A|seqb_f52a_f52a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|57A|14|O|N|N||B|1|21|32A|seqb_f57a_f57a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT102S|4|5|57A|14|O|N|N||B|1|21|32A|seqb_f57a_f57a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|59|15|M|Y|N||B|1|21|32A|seqb_f59a_f59_account|A||1|1|1|1|2|35
2015|MT102S|4|5|59A|15|M|N|N||B|1|21|32A|seqb_f59a_f59a_account|A||1|1|1|1|2|37
2015|MT102S|4|5|59F|15|M|Y|N||B|1|21|32A|seqb_f59a_2_f59f_partyidentifier_account|A||1|1|1|1|2|35
2015|MT102S|4|5|59|15|M|Y|N||B|1|21|32A|seqb_f59a_f59_nameandaddress_line|||2|2|5|1|1|35
2015|MT102S|4|5|59A|15|M|N|N||B|1|21|32A|seqb_f59a_f59a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|59F|15|M|Y|N||B|1|21|32A|seqb_f59a_2_f59f_partyidentifier_code|||2|1|1|2|1|4
2015|MT102S|4|5|59F|15|M|Y|N||B|1|21|32A|seqb_f59a_2_f59f_partyidentifier_countrycode|||3|1|1|3|6|8
2015|MT102S|4|5|59F|15|M|Y|N||B|1|21|32A|seqb_f59a_2_f59f_partyidentifier_identifier|||4|1|1|4|9|28
2015|MT102S|4|5|59F|15|M|Y|N||B|1|21|32A|seqb_f59a_2_f59f_nameandaddress_line2to5_number|||5|2|5|1|1|1
2015|MT102S|4|5|59F|15|M|Y|N||B|1|21|32A|seqb_f59a_2_f59f_nameandaddress_line2to5_details|||6|2|5|1|3|33
2015|MT102S|4|5|70|16|O|Y|N||B|1|21|32A|seqb_f70a_f70_narrative_line|||1|1|4|1|1|35
2015|MT102S|4|5|26T|17|O|N|Y||B|2|21|32A|seqb_f26a_f26t|||1|1|1|1|1|3
2015|MT102S|4|5|77B|18|O|Y|Y||B|2|21|32A|seqb_f77a_f77b_narrative_line|||1|1|3|1|1|35
2015|MT102S|4|5|33B|19|O|N|N||B|1|21|32A|seqb_f33a_f33b_currency|||1|1|1|1|1|3
2015|MT102S|4|5|33B|19|O|N|N||B|1|21|32A|seqb_f33a_f33b_amount|||2|1|1|1|4|15
2015|MT102S|4|5|71A|20|O|N|Y||B|1|21|32A|seqb_f71a_1_f71a|||1|1|1|1|1|3
2015|MT102S|4|5|71F|21|O|N|N||B|1|21|32A|seqb_f71a_2_f71f_currency|||1|1|1|1|1|3
2015|MT102S|4|5|71F|21|O|N|N||B|1|21|32A|seqb_f71a_2_f71f_amount|||2|1|1|1|4|15
2015|MT102S|4|5|71G|22|O|N|Y||B|1|21|32A|seqb_f71a_3_f71g_currency|||1|1|1|1|1|3
2015|MT102S|4|5|71G|22|O|N|Y||B|1|21|32A|seqb_f71a_3_f71g_amount|||2|1|1|1|4|15
2015|MT102S|4|5|36|23|O|N|Y||B|2|21|32A|seqb_f36a_f36|||1|1|1|1|1|12
2015|MT102S|4|5|32A|24|M|N|N||C|1|32A||seqc_f32a_f32a_date|||1|1|1|1|1|6
2015|MT102S|4|5|32A|24|M|N|N||C|1|32A||seqc_f32a_f32a_currency|||2|1|1|1|7|3
2015|MT102S|4|5|32A|24|M|N|N||C|1|32A||seqc_f32a_f32a_amount|||3|1|1|1|10|15
2015|MT102S|4|5|19|25|O|N|N||C|1|32A||seqc_f19a_f19|||1|1|1|1|1|17
2015|MT102S|4|5|71G|26|O|N|Y||C|2|32A||seqc_f71a_f71g_currency|||1|1|1|1|1|3
2015|MT102S|4|5|71G|26|O|N|Y||C|2|32A||seqc_f71a_f71g_amount|||2|1|1|1|4|15
2015|MT102S|4|5|13C|27|O|N|N||C|1|32A||seqc_f13a_f13c_code|C||1|1|1|1|2|
2015|MT102S|4|5|13C|27|O|N|N||C|1|32A||seqc_f13a_f13c_timeindication|||2|1|1|1||4
2015|MT102S|4|5|13C|27|O|N|N||C|1|32A||seqc_f13a_f13c_sign|||3|1|1|1||
2015|MT102S|4|5|13C|27|O|N|N||C|1|32A||seqc_f13a_f13c_timeoffset|||4|1|1|1||4
2015|MT102S|4|5|53A|28|O|N|N||C|1|32A||seqc_f53a_f53a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT102S|4|5|53C|28|O|N|N||C|1|32A||seqc_f53a_f53c|||1|1|1|1|1|34
2015|MT102S|4|5|53A|28|O|N|N||C|1|32A||seqc_f53a_f53a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|54A|29|O|N|N||C|1|32A||seqc_f54a_f54a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT102S|4|5|54A|29|O|N|N||C|1|32A||seqc_f54a_f54a_identifiercode|||2|2|2|1|1|11
2015|MT102S|4|5|72|30|O|Y|N||C|1|32A||seqc_f72a_f72_narrativestructuredformat_line1_code|C||1|1|1|1|2|
2015|MT102S|4|5|72|30|O|Y|N||C|1|32A||seqc_f72a_f72_narrativestructuredformat_line1_narrative|||2|1|1|1||35
2015|MT102S|4|5|72|30|O|Y|N||C|1|32A||seqc_f72a_f72_narrativestructuredformat_line2to6_code|C||3|2|1|1|2|
2015|MT102S|4|5|72|30|O|Y|N||C|1|32A||seqc_f72a_f72_narrativestructuredformat_line2to6_narrative1|||4|2|6|1|3|35
2015|MT102S|4|5|72|30|O|Y|N||C|1|32A||seqc_f72a_f72_narrativestructuredformat_line2to6_narrative2|||5|2|6|2|11|35
