2015|MT101|4|5|32B|13|M|N|Y||B|1|21||seqb_f32a_f32b_amount|||2|1|1|1|4|15
2015|MT101|4|5|50C|14|O|N|Y||B|2|21||seqb_f50a_1_f50c|||1|1|1|1|1|11
2015|MT101|4|5|50L|14|O|N|Y||B|2|21||seqb_f50a_1_f50l|||1|1|1|1|1|35
2015|MT101|4|5|50F|15|O|Y|Y||B|2|21||seqb_f50a_2_f50f_partyidentifier_account|A||1|1|1|1|2|35
2015|MT101|4|5|50G|15|O|N|Y||B|2|21||seqb_f50a_2_f50g_account|A||1|1|1|1|2|35
2015|MT101|4|5|50H|15|O|Y|Y||B|2|21||seqb_f50a_2_f50h_account|A||1|1|1|1|2|35
2015|MT101|4|5|50G|15|O|N|Y||B|2|21||seqb_f50a_2_f50g_identifiercode|||2|2|2|1|1|11
2015|MT101|4|5|50H|15|O|Y|Y||B|2|21||seqb_f50a_2_f50h_nameandaddress_line|||2|2|5|1|1|35
2015|MT101|4|5|50F|15|O|Y|Y||B|2|21||seqb_f50a_2_f50f_partyidentifier_code|||2|1|1|2|1|4
2015|MT101|4|5|50F|15|O|Y|Y||B|2|21||seqb_f50a_2_f50f_partyidentifier_countrycode|||3|1|1|3|6|2
2015|MT101|4|5|50F|15|O|Y|Y||B|2|21||seqb_f50a_2_f50f_partyidentifier_identifier|||4|1|1|4|9|28
2015|MT101|4|5|50F|15|O|Y|Y||B|2|21||seqb_f50a_2_f50f_nameandaddress_line2to5_number|||5|2|2|1|1|1
2015|MT101|4|5|50F|15|O|Y|Y||B|2|21||seqb_f50a_2_f50f_nameandaddress_line2to5_details|||6|2|2|2|3|33
2015|MT101|4|5|52A|16|O|N|Y||B|2|21||seqb_f52a_f52a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT101|4|5|52C|16|O|N|Y||B|2|21||seqb_f52a_f52c|||1|1|1|1|1|34
2015|MT101|4|5|52A|16|O|N|Y||B|2|21||seqb_f52a_f52a_identifiercode|||2|2|2|1|1|11
2015|MT101|4|5|56A|17|O|N|N||B|1|21||seqb_f56a_f56a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT101|4|5|56C|17|O|N|N||B|1|21||seqb_f56a_f56c|||1|1|1|1|1|34
2015|MT101|4|5|56D|17|O|Y|N||B|1|21||seqb_f56a_f56d_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT101|4|5|56A|17|O|N|N||B|1|21||seqb_f56a_f56a_identifiercode|||2|2|2|1|1|11
2015|MT101|4|5|56D|17|O|Y|N||B|1|21||seqb_f56a_f56d_nameandaddress_line|||2|2|5|1|1|34
2015|MT101|4|5|57A|18|O|N|N||B|1|21||seqb_f57a_f57a_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT101|4|5|57C|18|O|N|N||B|1|21||seqb_f57a_f57c|||1|1|1|1|1|34
2015|MT101|4|5|57D|18|O|Y|N||B|1|21||seqb_f57a_f57d_partyidentifier|A||1|1|1|1|3,4|36,37
2015|MT101|4|5|57A|18|O|N|N||B|1|21||seqb_f57a_f57a_identifiercode|||2|2|1|1|1|11
2015|MT101|4|5|57D|18|O|Y|N||B|1|21||seqb_f57a_f57d_nameandaddress_line|||2|2|5|1|1|35
2015|MT101|4|5|59|19|M|Y|N||B|1|21||seqb_f59a_f59_account|A||1|1|1|1|2|35
2015|MT101|4|5|59A|19|M|N|N||B|1|21||seqb_f59a_f59a_account|A||1|1|1|1|2|37
